Address,Longitude,Latitude
3101 ZENGEZA 2,31.06160599,-18.00076979
2838 ZENGEZA 2,31.06262375,-17.99900128
19 NZOU ZENGEZA 2,31.06324381,-18.00044382
30 NYIMO,31.06292455,-17.99955762
34 NYIMO,31.06300261,-17.99944768
3029 ZENGEZA 2,31.06481524,-18.00016883
8 NZOU ZENGEZA 2,31.06277184,-18.00048594
25 NZOU ZENGEZA 2,31.06338584,-18.00025103
2831 ZENGEZA 2,31.06231351,-17.99941093
,31.06329295,-18.00038982
2942 NYIMO,31.06346144,-17.99942697
2821 CHIMANIMANI,31.06172447,-18.00019176
42 NZOU ZENGEZA 2,31.06362722,-17.99935731
17746 ZENGEZA 2,31.06523813,-18.00077407
3152 MUWORA,31.06186421,-18.00148448
35 NYIMO,31.06342796,-17.9994934
36 NZOU ZENGEZA 2,31.06349708,-17.99952904
16 NYIMO,31.06260463,-17.99999408
25 NYIMO,31.06321357,-17.99978338
2 NZOU ZENGEZA 2,31.06264494,-18.00067225
35 NZOU ZENGEZA 2,31.06360994,-17.99997023
30 NZOU ZENGEZA 2,31.0633691,-17.99970076
44 NZOU ZENGEZA 2,31.06365584,-17.99930277
38 JURU,31.063769,-17.9998487
34 VAERA,31.06288379,-17.9987019
10 JURU,31.06321895,-18.000709
,31.06355432,-17.99932221
26 MUWORA,31.0619598,-18.0012341
44 JURU,31.0640768,-17.9999282
6 CHIMANIMANI,31.0607544,-18.0011921
16224,31.0410323,-18.0028589
19663,31.04192277,-18.00214173
19745,31.04200211,-18.00208336
19179,31.04142455,-18.00212667
16195,31.04012963,-18.00283212
16154,31.03928827,-18.00210504
16148 ROCKVIEW,31.03897267,-18.00190021
16145 ROCKVIEW,31.03948837,-18.00152069
16157,31.03916554,-18.00267553
16097 ROCKVIEW,31.03782785,-18.00320345
16090,31.03857536,-18.00334279
16087,31.03896119,-18.00395333
"16212, ZENGEZA 5",31.04061312,-18.00392326
16162,31.03951105,-18.00359471
"16056,ZENGEZA 5",31.03936662,-18.00412005
16207 ZENGEZA 5,31.04083617,-18.00322648
17710,31.04217501,-18.0037909
17698,31.0418296,-18.00280888
19540,31.04100841,-18.00185379
19571,31.04066536,-18.0008404
17695,31.04207086,-18.00322901
19747,31.04211748,-18.00202463
19826,31.04133946,-18.00147999
19835,31.04208897,-18.00136844
16135,31.0388904,-18.0015533
20638,31.0416481,-18.0019009
16118,31.0373192,-18.0019883
19752,31.0425539,-18.001739
16199,31.03996782,-18.00180515
16230,31.04013866,-18.00148312
19570,31.04060126,-18.00075781
19588,31.04085849,-18.00127953
19818,31.0418925,-18.00111869
16106,31.036923,-18.0024141
61108 ROCKVIEW,31.0373967,-18.0024314
16155,31.0394483,-18.0021004
"16200, ZENGEZA 5",31.04016912,-18.00211384
16126,31.038005,-18.00142
16142,31.03999354,-18.00122486
16144,31.03967278,-18.00139377
19581,31.04094369,-18.00174798
16132,31.03865887,-18.00211008
16134,31.03859,-18.0016967
16133,31.0387117,-18.0017685
19582,31.04084337,-18.00161817
19605,31.0404078,-18.00048439
19177,31.0411665,-18.0021155
17913,31.0406005,-18.0019055
19744,31.04185822,-18.00218373
19178,31.0413675,-18.00203858
19817,31.04194626,-18.00107587
19820,31.04172591,-18.00123129
17091,31.04126552,-18.00234712
16150 ROCKVIEW,31.03889341,-18.00227867
19520,31.04048912,-18.00056457
19572,31.04070411,-18.00093978
,31.0380162,-18.0020856
19176,31.04120837,-18.00222939
16147 ROCKVIEW,31.03907958,-18.0016844
19829,31.0414958,-18.0017346
16149 ROCKVIEW,31.03895115,-18.00208882
17700,31.04153727,-18.00273158
"17912, ZENGEZA 5",31.04027027,-18.0016764
18159,31.0357416,-18.0021664
"17914, ZENGEZA 5",31.0405176,-18.0022137
19586,31.0406551,-18.0011263
16198,31.0399086,-18.0023517
19749,31.0422622,-18.00191932
19833,31.04190054,-18.00149299
16185,31.03973494,-18.00211607
19575,31.0408742,-18.00124098
20611,31.0377091,-18.0021349
19607,31.0402123,-18.0004642
19657,31.04106519,-18.00154655
17715,31.0426838,-18.0043645
16184,31.03952664,-18.00238433
19181,31.04154689,-18.0023657
16058 ZENGEZA 5,31.039651,-18.0044588
17691,31.0423888,-18.0036865
16079 ZENGEZA 5,31.0395265,-18.0051675
"16204, ZENGEZA 5",31.0406349,-18.0027504
17713,31.0423766,-18.0041137
16177,31.039629,-18.0035112
17704,31.04168567,-18.00304255
17699,31.04168113,-18.00262518
16109,31.0376164,-18.0025337
16190,31.040207,-18.0035031
16197,31.03997234,-18.00249879
16101 ROCKVIEW,31.0368502,-18.0027246
16151 ROCKVIEW,31.03875674,-18.00270535
16189,31.04014239,-18.00340594
17692,31.04229756,-18.00355507
17682,31.04323855,-18.00494103
"16223, ZENGEZA 5",31.0409893,-18.0030773
16061,31.0399079,-18.0049536
16165,31.0397798,-18.0040808
16213 ZENGEZA 5,31.04043977,-18.00400485
16164,31.03969715,-18.0038713
"16227, ZENGEZA 5",31.040649,-18.0024752
17716,31.0428137,-18.0046565
16214,31.04057584,-18.00426388
17009,31.04134173,-18.00245257
16080 ZENGEZA 5,31.0396197,-18.0049367
16098 ROCKVIEW,31.037565,-18.0028593
16178,31.039571,-18.0033071
16169,31.040108,-18.0046538
17689,31.0425532,-18.0038515
17717,31.0429842,-18.0049088
17702,31.0420458,-18.00317716
17708,31.0420228,-18.0035568
17686,31.04281365,-18.00429049
"19536,ZENGEZA 5",31.03817933,-18.00346889
"16052, ZENGEZA 5",31.03901428,-18.00353522
17697,31.0419225,-18.0029671
16218,31.04123426,-18.00384603
17703,31.04161735,-18.00291814
17706,31.04186936,-18.00328662
"16050, ZENGEZA 5",31.0387734,-18.0032391
16220,31.0413526,-18.0035576
16078 ZENGEZA 5,31.0396073,-18.0053387
"16054, ZENGEZA 5",31.0392258,-18.0038525
16170,31.04031801,-18.00445294
16219,31.04152268,-18.00375719
16100 ROCKVIEW,31.0370672,-18.0027424
17705,31.04179376,-18.0031554
17707,31.04195642,-18.00342381
17684,31.04308915,-18.00463749
"16206, ZENGEZA 5",31.04076188,-18.00307666
16188,31.0400692,-18.0032454
16113,31.0381078,-18.002882
16112 ROCKVIEW,31.0379036,-18.0027334
16095 ROCKVIEW,31.0385299,-18.0025513
16114 ROCKVIEW,31.0381249,-18.0027339
16152 ROCKVIEW,31.03872753,-18.00291688
16161,31.0394778,-18.0034325
16175,31.03989908,-18.00375561
16191,31.04034631,-18.00373534
16057,31.039423,-18.0043404
16167,31.0399814,-18.0042254
16172,31.04014796,-18.00420141
"16205, ZENGEZA 5",31.04064592,-18.00293262
16216,31.0408188,-18.0040415
16209 ZENGEZA 5,31.0410284,-18.00353027
16111,31.0377847,-18.0028555
"16221, ZENGEZA 5",31.04128369,-18.00339934
17696,31.0419932,-18.0030847
16102 ROCKVIEW,31.0367888,-18.0026684
16077,31.0399185,-18.0053488
16174,31.03997755,-18.0038755
"16210, ZENGEZA 5",31.0410548,-18.00373843
16166,31.0397995,-18.0041886
16199,31.04007646,-18.00198401
16182,31.03949353,-18.0025336
16096 ROCKVIEW,31.03797076,-18.00313914
16176,31.03983745,-18.00361499
16173,31.04005149,-18.00404368
17693,31.04222775,-18.00344257
"16225, ZENGEZA 5",31.04091784,-18.002741
20613,31.0377854,-18.0025659
16222,31.0411511,-18.0031886
16110 ROCKVIEW,31.0376243,-18.0025853
16217,31.0409359,-18.0039834
16092,31.03876969,-18.00366283
16094 ROCKVIEW,31.03813071,-18.0031095
"16088,ZENGEZA 5",31.03902468,-18.00411054
16215,31.04075092,-18.00416456
17709,31.04210872,-18.00365656
17681,31.04332775,-18.00512687
"16227, ZENGEZA 5",31.0405717,-18.0024825
"16208, ZENGEZA 5",31.04093425,-18.00337472
16217,31.04106612,-18.00391652
"16225, ZENGEZA 5",31.04078078,-18.00262584
16099 ROCKVIEW,31.0373982,-18.0027974
"16087,ZENGEZA 5",31.0389157,-18.0037854
16192 B,31.0405167,-18.0036626
19600,31.04042633,-18.00095074
19659,31.04205949,-18.00169917
"16219, ZENGEZA 5",31.04150172,-18.00373215
16181,31.0395985,-18.0028743
19825,31.04147109,-18.00140829
16072,31.0400797,-18.0065183
19600,31.040366,-18.00084904
16146 ROCKVIEW,31.03928084,-18.00157883
16105,31.0367018,-18.0021781
19660,31.04196748,-18.00175447
19748,31.04219819,-18.00197655
16143,31.03984248,-18.00130136
19662,31.04181372,-18.00185306
17694,31.04212515,-18.00331096
16158,31.0392167,-18.0028894
16125,31.0381848,-18.0016163
,31.05164433,-18.00251301
13001 13001 MHARA CLOSE,31.05146851,-18.00223944
13087 13087 CHATAMBUDZA ZENGEZA 5 STREET,31.04982562,-18.0033845
12351 INGWE ZENGEZA 5,31.05060934,-17.99981033
12442 ZENGEZA 5,31.04929739,-18.00184265
13067 ZENGEZA 5,31.05015034,-18.00334665
12992 MHARA,31.05125105,-18.00158543
12976 MUFAKOSE,31.05198234,-18.00187313
12409 TENDAI ZANU,31.04965978,-18.00126353
,31.04962219,-18.00113058
12361 ZENGEZA 5,31.05100907,-18.00024479
13078 MUGAGAU ZENGEZA 5,31.04987902,-18.00267715
12957 TEMBWE,31.05091662,-18.00410793
,31.05116035,-18.00130765
13076 MUGAGAU ZENGEZA 5,31.05002761,-18.00250448
12971 TEMBWE,31.05218174,-18.00235451
13028 GUSHUNGO,31.05099229,-18.00282889
,31.052078,-18.00194257
13045 GUSHUNGO,31.05103656,-18.00335961
12451 12451 CHIZHUZHU STREET,31.04840798,-18.00212998
12407 TENDAI ZANU,31.04956351,-18.00120393
12940 ZENGEZA 5,31.05236746,-18.00248505
12445 GOMBE,31.04908331,-18.00212011
13071 ZENGEZA 5,31.04989685,-18.00298775
12946 ZENGEZA 5,31.05160923,-18.00347187
12472 ZENGEZA 5,31.04828531,-18.00228634
12425 ZENGEZA 5,31.04949099,-18.00253251
13055 NYASHA,31.05045007,-18.00314373
12953 MUKOMBERWA ZENGEZA 5,31.05112669,-18.00409915
12458 CHIZHUZHU,31.0490774,-18.00259065
12456 CHIZHUZHU,31.04888757,-18.00245755
13012 NHAKAYEDU,31.05067842,-18.00189978
13086 CHATAMBUDZA ZENGEZA 5,31.04972969,-18.00331732
12462 CHATAMBUDZA ZENGEZA 5,31.04923904,-18.0029628
13073 NYASHA,31.05006261,-18.00280838
12373 NHAMOHATINA ZENGEZA 5,31.05056666,-18.00046722
13015 NHAKAYEDU,31.05066299,-18.00229881
12424 ZENGEZA 5,31.04956505,-18.00245542
13013 NHAKAYEDU,31.05078103,-18.00195722
12449 ZENGEZA 5,31.04870736,-18.00192224
13093 ZENGEZA 5,31.05039738,-18.00378555
12394 NHAMOHATINA ZENGEZA 5,31.05037125,-18.00106957
12393 NHAMOHATINA ZENGEZA 5,31.0502879,-18.00102283
12397 TENDAI ZANU,31.05048745,-18.00131652
12383 NHAMOHATINA ZENGEZA 5,31.05038508,-18.00050647
,31.05018425,-18.00036836
13009 13009 MHARA CLOSE,31.05059332,-18.00168697
12989 MHARA,31.05097823,-18.00137497
12413 TENDAI ZANU,31.05004304,-18.00151475
12417 MUGAGAU ZENGEZA 5,31.05005132,-18.00182619
,31.0500247,-18.00097196
12990 MHARA,31.05106468,-18.00143804
12401 ZENGEZA 5,31.05010814,-18.00104164
12977 ZENGEZA 5,31.05188101,-18.00180794
13066 NYASHA,31.05024199,-18.00341326
13004 ZENGEZA 5,31.05107962,-18.0019804
13064 NYASHA,31.05043515,-18.00354771
13035 ZENGEZA 5,31.05114076,-18.00263582
12365 NHAMOHATINA ZENGEZA 5,31.05063644,-17.9999958
10 INGWE ZENGEZA 5,31.05043911,-17.9996977
12369 NHAMOHATINA ZENGEZA 5,31.05016951,-18.00020361
13032 DETSE,31.05140618,-18.00286176
13019 NHAKAYEDU,31.05027073,-18.00205935
12959 TEMBWE,31.05103854,-18.00391949
12421 MUGAGAU ZENGEZA 5,31.04981572,-18.00222615
,31.05086393,-18.00419716
12423 MUGAGAU ZENGEZA 5,31.04963385,-18.00236643
17887,31.04885402,-18.00111095
12447 CHIZHUZHU,31.04890006,-18.00205593
12398 ZENGEZA 5,31.05041857,-18.00123846
13047 GUSHUNGO,31.05087571,-18.00316675
12378 NHAMOHATINA ZENGEZA 5,31.0508483,-18.00087141
13006 MHARA,31.05088225,-18.00185658
13021 ZENGEZA 5,31.05022688,-18.00229066
12965 TEMBWE,31.05147235,-18.00337645
12437 GOMBE,31.04965861,-18.00141949
12467 CHATAMBUDZA ZENGEZA 5,31.04875302,-18.00263141
12951 ZENGEZA 5,31.05125951,-18.00392635
12463 CHATAMBUDZA ZENGEZA 5,31.04913349,-18.0029004
13022 ZENGEZA 5,31.05032441,-18.00235817
12970 TEMBWE,31.05211087,-18.00244714
12999 MHARA,31.0516585,-18.0021672
12994 MHARA,31.05144592,-18.00170235
13070 NYASHA,31.04985378,-18.00311008
13088 ZENGEZA 5,31.04992523,-18.00345533
19018,31.048248,-18.0016765
12984 MUFAKOSE,31.05122908,-18.00135088
12372 ZENGEZA 5,31.05045046,-18.00041606
12368 NHAMOHATINA ZENGEZA 5,31.05033007,-17.99982397
12432 GOMBE,31.04972992,-18.00188221
13053 GUSHUNGO,31.05027401,-18.00301022
12367 NHAMOHATINA ZENGEZA 5,31.05044419,-17.99982812
12430 GOMBE,31.04959042,-18.00204851
12435 GOMBE,31.04988922,-18.00158761
12464 ZENGEZA,31.04903477,-18.00283044
12354 INGWE ZENGEZA 5,31.05088712,-18.00002968
12459 CHIZHUZHU,31.04917142,-18.00265652
12377 NHAMOHATINA ZENGEZA 5,31.05092911,-18.0007345
13057 NYASHA,31.05064257,-18.00327891
12418 MUGAGAU ZENGEZA 5,31.04998112,-18.00191688
13020 GUSHUNGO,31.0501458,-18.00222132
12937 MUKOMBERWA ZENGEZA 5,31.05258033,-18.00218355
12358 ZENGEZA 5,31.05126946,-18.00027708
12380 NHAMOHATINA ZENGEZA 5,31.05068062,-18.00068567
13044 TEMBWE,31.05190723,-18.00206587
12978 MUFAKOSE,31.05179172,-18.00175621
12433 GOMBE,31.04981009,-18.00179696
12998 MHARA,31.05173149,-18.00206233
12415 ZENGEZA 5,31.05025337,-18.00168762
12954 ZENGEZA 5,31.051058,-18.00418876
13056 NYASHA,31.05054671,-18.00321104
12389 NHAMOHATINA ZENGEZA 5,31.0499024,-18.00075272
6 TENDAI ZANU,31.05029201,-18.00118263
12955 MUKOMBERWA ZENGEZA 5,31.05098963,-18.0042777
,31.05082506,-18.00068573
12454 CHIZHUZHU,31.04869331,-18.0023217
,31.05050856,-17.99976545
,31.05132082,-18.00355951
13075 NYASHA,31.0501949,-18.00262329
12 TEMBWE,31.05161242,-18.00320268
12370 ZENGEZA 5,31.05026056,-18.00028945
12405 TENDAI ZANU,31.04970288,-18.00078125
12439 GOMBE,31.04948122,-18.00156034
30 NHAMOHATINA ZENGEZA 5,31.05072621,-18.00003137
12958 TEMBWE,31.05099892,-18.00401986
12420 MUGAGAU ZENGEZA 5,31.0498559,-18.00213554
12434 GOMBE,31.04991217,-18.00169793
12972 TEMBWE ROAD,31.05224955,-18.00226776
12438 GOMBE,31.04954822,-18.00144359
,31.05087548,-18.00131899
,31.05131511,-18.00298648
12440 ZENGEZA 5,31.04941867,-18.00166059
12353 INGWE ZENGEZA 5,31.05080243,-17.99994499
12363 NHAMOHATINA ZENGEZA 5,31.05081429,-18.00011013
12443 GOMBE,31.0492244,-18.00193389
12427 ZENGEZA 5,31.04937856,-18.00232397
13010 NHAKAYEDU,31.05049595,-18.00176941
13016 ZENGEZA 5,31.05054054,-18.00226042
13043 TEMBWE,31.05186987,-18.00210967
13072 NYASHA,31.04999637,-18.00289719
12950 MUKOMBERWA ZENGEZA 5,31.05132902,-18.00383656
12422 MUGAGAU ZENGEZA 5,31.0497056,-18.00227316
12960 TEMBWE,31.0511343,-18.00384372
12374 ZENGEZA 5,31.05063343,-18.00053572
12941 MUKOMBERWA ZENGEZA 5,31.05229667,-18.00257666
,31.05093455,-18.00016095
12446 GOMBE,31.04900917,-18.00219515
,31.0511932,-18.00036314
,31.04995227,-18.00148633
12444 GOMBE,31.0491504,-18.00202904
13025 GUSHUNGO,31.0506106,-18.00255911
12382 NHAMOHATINA ZENGEZA 5,31.05047722,-18.00056889
12944 MUKOMBERWA ZENGEZA 5,31.05174359,-18.00329677
13060 13060 NYASHA STREET,31.05093423,-18.00347539
12461 CHIZHUZHU,31.04936031,-18.00280128
13051 GUSHUNGO,31.05049206,-18.00289755
13082 SHAVA,31.04961655,-18.00302778
12969 TEMBWE,31.0516979,-18.00298521
12471 CHATAMBUDZA ZENGEZA 5,31.04836904,-18.00235704
12974 TEMBWE,31.05241461,-18.00206674
14 MHARA,31.05164291,-18.00183416
13050 GUSHUNGO,31.05058711,-18.00296438
13084 ZENGEZA 5,31.04954292,-18.00318414
13049 GUSHUNGO,31.05068433,-18.00303187
12404 TENDAI ZANU,31.04982574,-18.00083168
13008 NHAMOHATINA ZENGEZA 5,31.05067962,-18.00171774
,31.05036115,-18.00033368
12991 ZENGEZA 5 ,31.05111399,-18.00152264
12452 12452 CHIZHUZHU STREET,31.04850168,-18.00218579
,31.05011488,-18.00030159
12962 ZENGEZA 5,31.05127352,-18.00366489
18963,31.04648196,-18.00143577
12973 ZENGEZA 5,31.05234482,-18.00214226
13083 CHATAMBUDZA ZENGEZA 5,31.0494655,-18.00311214
13094 CHATAMBUDZA ZENGEZA 5,31.05049366,-18.00385035
12448 ZENGEZA 5,31.04880368,-18.00198991
12453 CHIZHUZHU,31.0485986,-18.00225479
13027 GUSHUNGO,31.05089532,-18.00276042
12356 ZENGEZA 5,31.05107428,-18.00014528
12997 MHARA,31.05178605,-18.00192415
10 NHAMOHATINA ZENGEZA 5,31.05019043,-18.00095334
12979,31.05172157,-18.00171015
12429 GOMBE,31.04951963,-18.00214066
12406 TENDAI ZANU,31.04966895,-18.00071798
12961 TEMBWE,31.05120276,-18.0037518
13059 NYASHA,31.05083301,-18.00341399
12441 GOMBE,31.04936194,-18.00175534
12428 GOMBE,31.04944759,-18.00223484
12457 ZENGEZA 5,31.04898491,-18.00252548
12379 NHAMOHATINA ZENGEZA 5,31.05076809,-18.00075955
13052 GUSHUNGO,31.05039989,-18.00284391
12384 NHAMOHATINA ZENGEZA 5,31.05026748,-18.00047329
12390 NHAMOHATINA ZENGEZA 5,31.04999987,-18.00082309
11 TEMBWE,31.0515482,-18.00329361
12352 INGWE ZENGEZA 5,31.0507008,-17.99990434
,31.05073575,-18.00060076
12426 GOMBE,31.04932377,-18.00241148
12403 TENDAI ZANU,31.04990092,-18.00091053
12366 NHAMOHATINA ZENGEZA 5,31.05053227,-17.99992212
13085 ZENGEZA 5,31.04963862,-18.00325192
13074 ZENGEZA 5,31.05013273,-18.0027198
12357 BATANAI,31.05118446,-18.0002456
13095 CHATAMBUDZA ZENGEZA 5,31.05059691,-18.00391077
3 TENDAI ZANU,31.05012763,-18.00160885
13036 DETSE,31.05132489,-18.00239393
13023 GUSHUNGO,31.05041659,-18.00242272
13062 NYASHA,31.05062671,-18.00367742
12387 ZENGEZA 5,31.04971795,-18.00062204
12355 ZENGEZA 5,31.05099256,-18.00007287
13037 DETSE,31.05145889,-18.00237766
12395 NHAMOHATINA ZENGEZA 5,31.05051341,-18.0011594
12391 ZENGEZA 5,31.05010171,-18.00088603
18981,31.0486436,-18.0011399
13068 13068 NYASHA STREET,31.05005519,-18.00328114
,31.04980187,-18.00068847
,31.05141428,-18.00348452
,31.05154654,-18.00156913
13029 13029 GUSHUNGO ROAD,31.05109434,-18.00290095
,31.05096335,-18.00119782
,31.05056172,-18.00063344
13017 NHAKAYEDU,31.05045317,-18.00218802
12410 ZENGEZA 5,31.04977073,-18.00133963
,31.05180519,-18.00220759
,31.05173574,-18.00229546
,31.05122821,-18.00208547
,31.0509723,-18.00191511
99999 4815 ZENGEZA 2 ,31.049158,-17.9990322
6 RUSUNUNGUKO,31.0447172,-18.0055653
14 MOYO STREET,31.0456728,-18.006037
12679 TAKURA,31.04921553,-18.00426011
12892 TAKASHINGA,31.04529888,-18.00727048
12473 CHATAMBUDZA ZENGEZA 5,31.04628757,-18.00194736
,31.04888208,-18.0037599
,31.0456239,-18.00396661
12895 TAKASHINGA,31.04499767,-18.00744149
,31.04577627,-18.00334465
,31.04897975,-18.0038145
,31.04696814,-18.00432968
,31.04838206,-18.00367598
12763 RUSUNUNGUKO,31.04494923,-18.00593263
12627 ZIZI,31.04770895,-18.00431256
12739 ZENGEZA 5,31.04646912,-18.00456295
12702 MANDELA,31.04857362,-18.00533206
12854 MOYO,31.04603607,-18.00679611
11 CHIMURENGA,31.04622556,-18.00379618
12605 ZANUYOTONGA,31.04817927,-18.00350752
12864 ZENGEZA 5,31.04580822,-18.00764227
12685 MBIZI,31.04964301,-18.00373712
12676 ZENGEZA 5,31.04871392,-18.00418593
12656 ZENGEZA 5,31.04830378,-18.00446355
12686 ZENGEZA 5,31.04974755,-18.00380348
12577 ZENGEZA 5,31.04583662,-18.00353689
18 CHATAMBUDZA ZENGEZA 5,31.04862858,-18.00313219
12560 ZANUYOTONGA,31.04720249,-18.00324609
12889 TAKASHINGA,31.04560928,-18.00709608
12628 ZIZI,31.04778829,-18.00422101
9 ZIZI,31.04754487,-18.00378175
12567 CHIMBWIDO,31.04668007,-18.0039899
2 MATEMAYI,31.04739744,-18.00282722
12858 MOYO,31.04627757,-18.0071852
,31.04789521,-18.00501766
4 CHAMINUKA ZENGEZA 5,31.04608702,-18.0028228
6 MUJIBHA,31.04704588,-18.00424307
12662 TAKURA,31.04882056,-18.00383988
12896 ZENGEZA 5,31.04489566,-18.00749765
12805 SHAVA,31.04703458,-18.00630297
24 CHIMBWIDO,31.04568909,-18.0032843
12649 TAKURA,31.04786045,-18.0050856
12549 MATEMAYI,31.04631062,-18.00258772
8 TAKURA,31.04766922,-18.00457088
12629 ZIZI,31.04786152,-18.00414625
12624 ZIZI,31.0475106,-18.00457346
12764 RUSUNUNGUKO,31.04507558,-18.00611674
12835 SHUMBA,31.04647803,-18.00707363
12518 ZANUYOTONGA,31.04645041,-18.00214663
12888 TAKASHINGA,31.04571158,-18.00703803
12783 MUSIYAMWA,31.04698058,-18.0060307
12498 ZANUYOTONGA,31.04863238,-18.00327672
12762 RUSUNUNGUKO,31.04489151,-18.00583537
12680 MBIZI,31.04928999,-18.00417143
12882 TAKASHINGA,31.04558716,-18.00750948
12773 TADZIKAMIDZI,31.04753199,-18.00551126
12690 MANDELA,31.04951835,-18.00417019
12919 GADZA,31.04467586,-18.00670618
12609 TAKURA,31.04831031,-18.00377087
12908 SAMANYANGA,31.04458715,-18.00700368
14 ZIZI,31.04778562,-18.00356235
12652 TAKURA,31.04803847,-18.00483421
12543 MATEMAYI,31.04662392,-18.00325674
12696 MANDELA,31.0486556,-18.0051283
12497 ZANUYOTONGA,31.04871637,-18.00338813
12689 MANDELA,31.0495399,-18.00406229
62 CHIMURENGA,31.04533472,-18.00376944
12928 ZENGEZA 5,31.04541166,-18.00655604
12794 SHUMBA,31.0461837,-18.00592749
12552 MATEMAYI,31.04718292,-18.00311926
12801 SHAVA,31.04662682,-18.0065303
12761 RUSUNUNGUKO,31.0448293,-18.00573631
12897 TAKASHINGA,31.04479518,-18.00755331
12718 MBADA,31.04833062,-18.00473215
12595 MUJIBHA,31.04745104,-18.00368406
12846 SHUMBA,31.04580749,-18.00601843
12872 MANDELA,31.04499255,-18.00809636
34 CHATAMBUDZA ZENGEZA 5,31.04786543,-18.00261094
12925 GADZA,31.04529102,-18.00636113
12785 MUSIYAMWA,31.04681685,-18.00618553
12725 ZENGEZA 5,31.04795263,-18.00553436
12885 TAKASHINGA,31.04589495,-18.00733684
12769 TADZIKAMIDZI,31.04791114,-18.00578037
12744 CHIMURENGA,31.04599853,-18.00423214
12877 TAKASHINGA,31.04508087,-18.00779257
12692 MANDELA,31.04937958,-18.00435037
12759 RUSUNUNGUKO,31.0447098,-18.00554256
12804 SHAVA,31.04692656,-18.00636364
12909 SAMANYANGA,31.04449363,-18.00706718
12774 TADZIKAMIDZI,31.04743653,-18.00544319
12800 SHAVA,31.0465216,-18.00657525
12848 MOYO,31.04567627,-18.00621234
12874 TAKASHINGA,31.04478307,-18.00797115
12743 CHIMURENGA,31.04609493,-18.00430049
18 TAKURA,31.04801793,-18.00412497
12728 CHIMURENGA,31.04766795,-18.00533316
12488 ZENGEZA 5,31.04805314,-18.00273475
12586 ZENGEZA 5,31.04674117,-18.00411881
12768 ZENGEZA 5,31.04801059,-18.00584942
12745 CHIMURENGA,31.04590608,-18.00417298
12754 RUSUNUNGUKO,31.04441279,-18.00505822
12515 ZENGEZA 5,31.04680512,-18.00224133
12578 CHIMURENGA,31.045889,-18.00363259
12952 MUKOMBERWA ZENGEZA 5,31.04527399,-18.00367117
12570 ZENGEZA 5,31.04587984,-18.00341991
12655 TAKURA,31.0482638,-18.00453584
13 MATEMAYI,31.04643567,-18.00312064
12550 MATEMAYI,31.04635039,-18.00247769
12620 TAKURA,31.04779613,-18.00410491
12630 ZIZI,31.04793018,-18.00406538
12634 ZIZI,31.048156,-18.00364732
12541 MATEMAYI,31.04680996,-18.00338577
12681 MBIZI,31.04936731,-18.00408957
12542 MATEMAYI,31.04672025,-18.00332347
12861 MANDELA,31.04610332,-18.00746614
12666 ZENGEZA 5,31.04910289,-18.00346863
12654 TAKURA,31.04815194,-18.00460449
12614 TAKURA,31.04800675,-18.00421678
12591 MUJIBHA,31.04722696,-18.00397188
12723 ZENGEZA 5,31.04814633,-18.00567082
12790 MUSIYAMWA,31.04644277,-18.00591641
12623 ZIZI,31.04743126,-18.00467874
12859 MOYO,31.04633582,-18.00728084
12697 ZENGEZA 5,31.04895903,-18.00489237
12871 MANDELA,31.04509563,-18.00803774
12651 TAKURA,31.04794258,-18.00487735
12669 MBIZI,31.049192,-18.00355303
12878 TAKASHINGA,31.04518015,-18.00773644
5 CHIMBWIDO,31.04675184,-18.00346528
12492 CHATAMBUDZA ZENGEZA 5,31.04844044,-18.00299207
12603 ZANUYOTONGA,31.0479775,-18.00336619
12880 TAKASHINGA,31.04538147,-18.00762417
12900 TAKASHINGA,31.0444925,-18.00772078
12796 SHUMBA,31.04630478,-18.00612348
12593 ZENGEZA 5,31.04732435,-18.0038543
12522 CHAMINUKA ZENGEZA 5,31.04620854,-18.00255723
12668 ZENGEZA 5,31.04925223,-18.00343338
8 ZIZI,31.04747727,-18.00387663
12707 MBADA,31.04842239,-18.00521484
12806 SHAVA,31.04713519,-18.00624956
12776 ZENGEZA 5,31.04724334,-18.00530598
12597 MUJIBHA,31.04774193,-18.00332399
48 ZANUYOTONGA,31.04625466,-18.00207898
12566 CHIMBWIDO,31.04629709,-18.00371646
12701 MANDELA,31.04862486,-18.00525164
12565 CHIMBWIDO,31.04636788,-18.00376191
7 MBIZI,31.04911568,-18.00442076
12862 MANDELA,31.04595881,-18.00749883
12647 ZIZI,31.04706219,-18.00441267
12778 TADZIKAMIDZI,31.04705418,-18.005172
12482 CHATAMBUDZA ZENGEZA 5,31.04728294,-18.00227696
12502 ZANUYOTONGA,31.04823623,-18.00302009
12746 ZENGEZA 5,31.04584238,-18.00405322
12616 TAKURA,31.04781889,-18.00438804
5 CHIMURENGA ROAD,31.04649678,-18.00400853
12724 CHIMURENGA,31.04804762,-18.00560245
36 CHATAMBUDZA ZENGEZA 5,31.04768082,-18.00247082
12713 MBADA,31.04793708,-18.00514722
12674 ZENGEZA 5,31.04889071,-18.00400629
12675 MBIZI,31.04881388,-18.00409357
12828 MANDELA,31.04723034,-18.00684971
12851 ZENGEZA 5,31.04585443,-18.00650216
12594 MUJIBHA,31.04739205,-18.00376957
12503 ZANUYOTONGA,31.04813756,-18.00299009
