Address,Longitude,Latitude
9563 UNIT K ,31.06705727,-18.03230332
30213 UNIT K,31.06524676,-18.02878684
,31.06745014,-18.03180266
30209 UNIT K,31.06422003,-18.02929956
30265 UNIT K,31.06598695,-18.03171484
30275 UNIT K,31.06574981,-18.03195858
29601 UNIT K,31.06460456,-18.02973506
30281 UNIT K,31.06537441,-18.03142319
30284 UNIT K,31.06519192,-18.03116239
30295 UNIT K,31.06449165,-18.03015845
30219 UNIT K,31.06684994,-18.02804754
9559 UNIT K ,31.06726206,-18.03201495
,31.06779562,-18.0313896
30214 UNIT K,31.06552427,-18.02865329
30273 UNIT K,31.06588118,-18.03215146
30274 UNIT K,31.06581328,-18.03205343
,31.06771824,-18.03152649
29608 UNIT K,31.06504331,-18.03036862
29609 UNIT K,31.06510539,-18.03045535
29607 UNIT K,31.06498133,-18.0302757
9553 UNIT K,31.0676283,-18.03159686
9163 UNIT K,31.0730313,-18.02980982
8978 UNIT K ,31.07354103,-18.02751016
8872 UNIT K,31.0751115,-18.02993794
8595 UNIT K,31.07783012,-18.02916857
8962 UNIT K ,31.07368341,-18.02776944
8950 UNIT K,31.07467173,-18.03041683
9061 UNIT K,31.0735098,-18.0295561
8613 UNIT K ,31.07721774,-18.02969232
9005 UNIT K,31.07318216,-18.02789375
,31.07193262,-18.02936156
,31.07272812,-18.0280161
8781 UNIT K ,31.07646865,-18.02799405
8652 UNIT K,31.07693559,-18.02840441
9076 UNIT K ,31.07350326,-18.03072089
8665 UNIT K,31.07679651,-18.02932883
8596 UNIT K,31.07786057,-18.02907504
8527 UNIT K ,31.07761478,-18.028154
8806 UNIT K,31.07395006,-18.02870463
8951 UNIT K ,31.07480007,-18.03037352
9141 UNIT K ,31.07255726,-18.02975204
8754 UNIT K,31.07553538,-18.02917649
8578 UNIT K ,31.07820492,-18.02932227
8579 UNIT K ,31.07828456,-18.02929917
,31.0734985,-18.03008535
8851 UNIT K,31.07426693,-18.02915158
8984 UNIT K,31.07308122,-18.0278298
9093 UNIT K,31.07342757,-18.02910083
8668 UNIT K,31.07658033,-18.02952563
,31.07494337,-18.02969934
8821 UNIT K ,31.07417493,-18.02874697
9198 UNIT K ,31.07265087,-18.03118793
9100 2254 UNIT K ,31.0725957,-18.02931753
8932 UNIT K ,31.07466044,-18.03035647
,31.07245253,-18.02824178
8931 UNIT K ,31.07474708,-18.03032515
8946 UNIT K ,31.07432371,-18.03053271
9164 UNIT K ,31.07312057,-18.02980024
,31.07364651,-18.02788289
9066 UNIT K ,31.07357434,-18.02999322
8922 UNIT K ,31.07404539,-18.0301284
8573 UNIT K ,31.07852473,-18.02916873
8914 8914 UNIT K ,31.07432282,-18.02996277
9111 UNIT K ,31.07151882,-18.02947117
9199 UNIT K ,31.07264639,-18.03110295
9138 UNIT K ,31.07284266,-18.02973288
9109 UNIT K,31.07171469,-18.02935313
8815 UNIT K,31.07401565,-18.02926096
,31.07394584,-18.0293677
8843 UNIT K ,31.07486701,-18.02882403
8988 UNIT K,31.07272723,-18.02788647
34110 UNIT K,31.07480186,-18.02683207
9090 UNIT K,31.07339137,-18.02936716
8650 UNIT K,31.07687688,-18.02823322
8820 UNIT K ,31.07407795,-18.02876453
9105 UNIT K,31.07211869,-18.0293512
8627 UNIT K ,31.07733739,-18.02903419
8609 UNIT K ,31.07757891,-18.02956842
8779 UNIT K ,31.07554425,-18.02820765
9119 UNIT K ,31.07187176,-18.02947695
8729 UNIT K,31.0759992,-18.02917678
8818 UNIT K ,31.07397796,-18.02899725
8628 UNIT K,31.07731259,-18.02895107
8689 UNIT K,31.0760347,-18.02976904
8663 UNIT K ,31.07697652,-18.02928948
8938 UNIT K ,31.07408123,-18.03051748
9213 UNIT K ,31.07257707,-18.03119296
8747 UNIT K ,31.0759984,-18.02874956
8558 UNIT K ,31.07814649,-18.02886998
8532 UNIT K ,31.07797084,-18.02832996
,31.07541189,-18.0287557
8671 UNIT K ,31.07637161,-18.02971736
8605 UNIT K ,31.07778255,-18.02927945
8813 UNIT K ,31.07392412,-18.02926937
9182 UNIT K ,31.0729821,-18.03026011
8639 UNIT K ,31.07692834,-18.02804714
9124 UNIT K ,31.07247345,-18.02945167
8586 UNIT K ,31.07891529,-18.0291312
9173 323 UNIT K ,31.07259186,-18.03020542
8744 UNIT K ,31.07623458,-18.02858673
8531 UNIT K ,31.07805528,-18.02830389
,31.07367738,-18.02812981
33825 UNIT K,31.07453897,-18.02699686
8625 UNIT K,31.07739136,-18.02921125
8919 UNIT K ,31.07382781,-18.03007062
8502 UNIT K,31.07764868,-18.02904217
9013 2225 UNIT K ,31.0729862,-18.02882013
8900 11310 UNIT K ,31.07380537,-18.02956981
8972 UNIT K ,31.07356564,-18.02805011
8725 UNIT K,31.07572591,-18.0294261
8910 UNIT K ,31.07466248,-18.02986049
9081 UNIT K ,31.07351668,-18.03017595
8955 UNIT K ,31.07348398,-18.02717611
34271 UNIT K,31.07394994,-18.02624646
8555 UNIT K ,31.07810632,-18.02880996
9160 UNIT K ,31.07274834,-18.02981378
8788 UNIT K ,31.07607059,-18.02802697
8848 UNIT K ,31.07441151,-18.02897887
8601 UNIT K ,31.07767996,-18.02893734
8541 UNIT K ,31.07765606,-18.02861126
8834 UNIT K ,31.0753872,-18.02834683
8799 UNIT K ,31.07466844,-18.02848217
8966 UNIT K ,31.07371043,-18.02813023
8695 UNIT K ,31.07644361,-18.0293909
,31.07469466,-18.02855313
8685 UNIT K ,31.07570518,-18.02997566
8883 UNIT K ,31.07496856,-18.0299653
8803 UNIT K ,31.0742235,-18.02863417
8999 2269 UNIT K ,31.07261359,-18.02815655
,31.075191,-18.02925956
9053 UNIT K ,31.07347111,-18.02888057
8882 UNIT K ,31.07499386,-18.03005054
8656 UNIT K ,31.07704699,-18.02874667
8885 UNIT K,31.07491027,-18.02979731
99/99 BORROWDALE BORROWDALE,31.07905136,-18.02896505
8592 UNIT K ,31.07790461,-18.02943772
8973 UNIT K,31.07357072,-18.02797275
9071 UNIT K ,31.07359109,-18.03046681
9147 UNIT K ,31.07198544,-18.02979772
8876 UNIT K ,31.07526093,-18.03025654
8797 UNIT K ,31.0748152,-18.02837051
,31.07613783,-18.02863076
8543 UNIT K ,31.07784398,-18.02855724
2306 2306 KAMBAMJI DRIVE,31.07263018,-18.03074625
8521 2223 UNIT K ,31.07746607,-18.02801514
8837 UNIT K ,31.07539496,-18.02865007
8598 UNIT K ,31.07775039,-18.02893551
9068 UNIT K ,31.07363821,-18.03016763
,31.07356009,-18.030718
9204 UNIT K ,31.07272075,-18.03064003
8648 UNIT K,31.07682307,-18.02806206
8755 UNIT K,31.0754091,-18.02924438
8739 UNIT K ,31.07669692,-18.02843335
,31.07271487,-18.02893161
8580 UNIT K ,31.07837975,-18.02927172
8902 8902 UNIT K ,31.07391292,-18.02973462
8844 UNIT K ,31.07478278,-18.02886297
9187 UNIT K ,31.07323269,-18.03056252
8864 UNIT K ,31.07493137,-18.02922481
8560 UNIT K ,31.07831968,-18.02883075
9159 UNIT K ,31.0726521,-18.0298222
8800 UNIT K,31.07455962,-18.02850753
8852 UNIT K,31.07435405,-18.02912966
9067 UNIT K,31.07357545,-18.03010356
8735 UNIT K,31.07654497,-18.02882884
8564 UNIT K,31.0786854,-18.02866437
8770 UNIT K,31.07604409,-18.02853915
8621 UNIT K,31.07723988,-18.02949202
8690 UNIT K ,31.07610192,-18.02970541
8841 UNIT K ,31.07504079,-18.02877333
9058 UNIT K ,31.0735239,-18.02928565
8715 UNIT K,31.07576158,-18.02963739
,31.07616156,-18.02847889
9088 UNIT K ,31.07345767,-18.02955328
9191 UNIT K ,31.07286301,-18.03062816
9077 UNIT K,31.07356012,-18.03057099
9146 UNIT K ,31.0720962,-18.02976812
9126 UNIT K ,31.07272517,-18.02935062
9188 2229 UNIT K ,31.073142,-18.0306053
8557 UNIT K ,31.07805435,-18.02889927
8780 UNIT K ,31.07636188,-18.02802042
8824 8824 UNKNOWN CHITUNGWIZA STREET,31.07449009,-18.02861607
9011 UNIT K ,31.07318232,-18.02880535
8849 UNIT K ,31.07435293,-18.02905835
8664 UNIT K,31.07688443,-18.02931818
9091 UNIT K,31.07343136,-18.0292944
,31.07785837,-18.02926714
8930 UNIT K ,31.07484521,-18.03029862
,31.07358283,-18.02815325
8575 UNIT K ,31.07835683,-18.02921414
9180 UNIT K,31.07278912,-18.03032137
9137 UNIT K,31.07293515,-18.02972495
8687 UNIT K,31.07588983,-18.02989972
8765 UNIT K,31.07572388,-18.02890723
,31.07719742,-18.02878637
8717 UNIT K,31.07553249,-18.02973392
8783 UNIT K,31.0765147,-18.02790808
33824 UNIT K,31.07457481,-18.02708995
8698 UNIT K,31.07672383,-18.02916806
,31.07771272,-18.02885498
8825 UNIT K ,31.07460028,-18.02858252
8968 UNIT K ,31.07368627,-18.02834138
8750 UNIT K,31.07581702,-18.02897988
8697 UNIT K,31.07660419,-18.02924233
8811 UNIT K,31.07389558,-18.02907702
9178 UNIT K,31.07259928,-18.03028577
33464 UNIT K,31.0738994,-18.02685735
9121 UNIT K,31.07206083,-18.02946642
8916 UNIT K ,31.07414246,-18.0299797
8774 UNIT K ,31.07646558,-18.02838428
9070 UNIT K,31.07361539,-18.03036102
9080 62 UNIT K ,31.07354145,-18.03029803
,31.07493104,-18.02941173
9155 UNIT K ,31.07236799,-18.02985308
9999 DUP-216 LUNDI ROAD STREET,31.07715512,-18.0295147
9162 UNIT K ,31.07294648,-18.02981153
8832 UNIT K ,31.07522302,-18.02843502
8975 UNIT K ,31.07356408,-18.02778521
8912 2350 UNIT K ,31.0744814,-18.02991905
8856 UNIT K ,31.07475247,-18.02901333
9209 UNIT K,31.07254632,-18.03083235
8977 UNIT K,31.07354415,-18.02759572
8994 UNIT K,31.07239802,-18.02830695
8645 UNIT K,31.07673298,-18.02780002
9072 UNIT K ,31.07359978,-18.03056414
9211 UNIT K ,31.07256085,-18.03100902
8833 UNIT K ,31.07532034,-18.02835911
8675 UNIT K ,31.07609039,-18.02996401
8553 UNIT K ,31.07830444,-18.02875611
8581 UNIT K ,31.07847917,-18.029246
1918 NHEWE ROAD,31.07521648,-18.0302722
9099 UNIT K ,31.07268328,-18.02928628
8827 UNIT K ,31.07476319,-18.02852934
8857 UNIT K ,31.07483729,-18.0289677
8629 UNIT K ,31.0772285,-18.02888665
,31.07511061,-18.03022666
8654 UNIT K ,31.07699123,-18.02857255
9125 UNIT K ,31.07243832,-18.02943914
8822 UNIT K ,31.07425162,-18.02875554
8552 UNIT K ,31.07838263,-18.02867907
68 UNIT K ,31.07491721,-18.02894587
8682 UNIT K ,31.07544179,-18.03005365
8536 UNIT K ,31.07760543,-18.02844063
9063 UNIT K ,31.07358995,-18.02972238
201 BOX 201 MVUMA VILLAGE,31.07425975,-18.0294744
8572 UNIT K ,31.0786167,-18.02908521
8847 UNIT K ,31.07450828,-18.02894517
8659 UNIT K ,31.07713267,-18.02900345
8533 UNIT K ,31.07788132,-18.02835704
,31.07219027,-18.02977059
,31.07503277,-18.02968046
9102 UNIT K ,31.0724242,-18.02925899
8970 311 UNIT K ,31.07352834,-18.02823272
8614 UNIT K,31.07713016,-18.02971654
8870 UNIT K ,31.07508749,-18.02973577
9174 UNIT K ,31.07249321,-18.03016098
8733 UNIT K ,31.07628435,-18.02892277
8616 UNIT K ,31.07693802,-18.02977376
8738 UNIT K ,31.07678164,-18.0286953
8680 UNIT K ,31.07558223,-18.03020061
8705 UNIT K ,31.07648492,-18.02898888
8887 UNIT K ,31.07485725,-18.0296185
8630 UNIT K ,31.07725243,-18.02878048
8924 UNIT K ,31.07429142,-18.0301211
,31.07390227,-18.02968848
8696 UNIT K ,31.07651427,-18.02933318
8759 UNIT K ,31.07525991,-18.02917045
8842 UNIT K ,31.0749526,-18.02879608
8657 UNIT K ,31.07707529,-18.02883463
9044 UNIT K ,31.07259078,-18.02897404
37 MUTONDO STREET,31.0736901,-18.02785907
8906 UNIT K ,31.07431637,-18.02964209
8892 UNIT K,31.07453385,-18.0294488
8926 UNIT K,31.07445292,-18.03001809
9132 UNIT K ,31.07309664,-18.02939339
9210 2232 UNIT K ,31.07255415,-18.03092069
8903 UNIT K ,31.07403228,-18.02972696
9177 UNIT K ,31.07250577,-18.03029319
9200 UNIT K ,31.07263801,-18.03101126
2 T/LGHT SECTION 13 STREET,31.07249598,-18.03020778
9129 2256 UNIT K ,31.07279947,-18.02938241
9057 UNIT K,31.07351065,-18.02918839
9183 UNIT K ,31.07307055,-18.03025471
9140 UNIT K ,31.07266569,-18.02973966
9064 UNIT K ,31.07355125,-18.0298065
9172 UNIT K ,31.07268638,-18.03019631
9156 UNIT K ,31.07246733,-18.02984741
9190 UNIT K ,31.07295175,-18.03061942
8880 UNIT K ,31.07505523,-18.03022445
8757 UNIT K ,31.07522405,-18.029362
,31.07503187,-18.02994705
8722 UNIT K,31.07547598,-18.02956682
8684 UNIT K ,31.0756133,-18.03000247
8692 UNIT K,31.07623612,-18.02958471
8726 UNIT K,31.07579474,-18.0293622
9999 SRT LGHT GRAYS ROAD STREET,31.07630305,-18.02977518
8769 UNIT K ,31.07599814,-18.02862139
8766 UNIT K,31.07578944,-18.02885163
8775 UNIT K ,31.07657503,-18.0283585
8748 UNIT K,31.07590869,-18.02882059
8714 UNIT K,31.07585297,-18.02955571
8651 UNIT K,31.07690587,-18.02831761
8658 UNIT K ,31.07710629,-18.02892009
,31.07681437,-18.02769598
8653 UNIT K ,31.07696321,-18.02848934
8615 UNIT K ,31.07703985,-18.029747
8599 UNIT K ,31.07777456,-18.02882278
8839 UNIT K ,31.07526601,-18.02876127
,31.0744202,-18.02904925
8778 UNIT K ,31.07605238,-18.02797831
8794 UNIT K ,31.07509657,-18.02833426
16140 UNIT K,31.07582396,-18.02818981
8737 UNIT K ,31.07611164,-18.02815005
8861 UNIT K UNIT K ,31.07517993,-18.02887114
9017 UNIT K ,31.07260606,-18.02884162
9009 UNIT K,31.07336634,-18.02878654
9054 UNIT K ,31.0735311,-18.02891068
9014 UNIT K ,31.0728962,-18.02882818
9051 UNIT K ,31.07328306,-18.0288846
8814 UNIT K ,31.0738703,-18.02934947
,31.07426567,-18.03007504
8784 UNIT K ,31.07641478,-18.02786119
,31.07623161,-18.02856253
,31.07399119,-18.03051303
9015 UNIT K ,31.0727874,-18.02883087
9110 UNIT K,31.07160767,-18.02942058
9167 UNIT K,31.07315629,-18.03015883
8741 UNIT K ,31.07652277,-18.02849328
8709 UNIT K ,31.07620222,-18.02924845
8846 UNIT K ,31.07460577,-18.02891762
8712 UNIT K ,31.07599165,-18.02943343
8544 UNIT K ,31.07793306,-18.02852687
9008 2358 UNIT K ,31.07342261,-18.02873751
9135 UNIT K ,31.0731179,-18.02966301
8691 UNIT K ,31.07616892,-18.02964381
8710 UNIT K ,31.07612893,-18.02931109
8612 UNIT K ,31.07730278,-18.02966567
8873 UNIT K ,31.07516986,-18.02999381
8623 UNIT K ,31.07744085,-18.02943364
8702 UNIT K ,31.07674699,-18.02888699
8545 UNIT K ,31.0780237,-18.02850117
8640 UNIT K ,31.07696505,-18.02792702
9197 UNIT K,31.07333918,-18.03068607
9000 UNIT K,31.07266987,-18.02807967
8590 UNIT K,31.07915508,-18.02881601
8554 UNIT K ,31.07820581,-18.02878842
8990 UNIT K ,31.07261376,-18.02803953
9003 UNIT K,31.07301134,-18.02791204
8763 UNIT K,31.0756,-18.02902121
8875 UNIT K ,31.07522867,-18.03016522
8693 UNIT K,31.07630315,-18.0295216
,31.07703837,-18.02829704
8836 UNIT K,31.07556929,-18.02829004
8816 UNIT K,31.07404577,-18.02916984
8805 UNIT K ,31.07405112,-18.02865691
,31.07262084,-18.02894505
8983 UNIT K ,31.0731674,-18.02782439
8989 2280 UNIT K ,31.07267076,-18.02795821
9189 UNIT K ,31.07304855,-18.03061472
9114 UNIT K ,31.0714553,-18.02965848
9107 UNIT K,31.07192649,-18.02936944
8776 UNIT K,31.07665213,-18.02832944
8749 UNIT K,31.07587212,-18.02886555
,31.07634434,-18.02895212
8597 UNIT K,31.07777955,-18.0290049
8782 UNIT K,31.07654102,-18.02796369
,31.07462545,-18.02896875
,31.07180494,-18.02988371
,31.07236897,-18.02976261
9181 UNIT K,31.07288286,-18.03031439
8644 UNIT K,31.07671353,-18.02771926
8907 UNIT K ,31.07440629,-18.02961335
8860 UNIT K ,31.07509265,-18.02889494
8945 UNIT K,31.07424567,-18.03055222
8980 UNIT K,31.07349336,-18.02730074
8632 UNIT K,31.07714643,-18.02862927
8745 UNIT K ,31.0761635,-18.02865977
,31.07357814,-18.02823804
34114 UNIT K,31.07482605,-18.02647975
9089 UNIT K,31.07345017,-18.02946248
9206 UNIT K ,31.07253066,-18.03065344
34118 UNIT K,31.07500405,-18.02685707
9171 UNIT K ,31.07277989,-18.03019057
8909 UNIT K ,31.07455642,-18.0295178
8925 UNIT K ,31.07434697,-18.03003339
8761 UNIT K,31.07546236,-18.02914903
8891 UNIT K ,31.07480216,-18.02925968
9055 UNIT K ,31.07365379,-18.02886445
9145 UNIT K ,31.07218267,-18.02977186
8920 UNIT K ,31.07383175,-18.03014347
8562 301 UNIT K ,31.07847548,-18.02878161
9112 UNIT K ,31.07144099,-18.02950879
8563 304 UNIT K ,31.0785886,-18.02875077
8570 UNIT K ,31.07883853,-18.0290899
9098 2228 UNIT K ,31.07278169,-18.02928903
8742 UNIT K ,31.07639537,-18.02847604
58 ROZWA ROAD,31.07642805,-18.02793459
9006 UNIT K ,31.07364305,-18.02877043
9195 2230 UNIT K ,31.07315074,-18.03070278
8995 UNIT K,31.0723815,-18.02843888
8979 UNIT K,31.07353399,-18.02739178
9207 UNIT K ,31.07243562,-18.03065456
8985 UNIT K ,31.07300104,-18.02783622
8874 UNIT K ,31.07515575,-18.03009194
8701 UNIT K ,31.07683201,-18.0288581
8743 UNIT K,31.07629701,-18.02849488
9152 UNIT K,31.07199576,-18.02987719
8981 UNIT K ,31.07343241,-18.02719486
8915 UNIT K ,31.07423268,-18.02999017
8719 UNIT K,31.07535283,-18.02978859
,31.07627295,-18.02842932
8934 UNIT K ,31.07446042,-18.03035859
,31.07522172,-18.0293082
9052 UNIT K ,31.07337843,-18.02888594
8952 UNIT K ,31.07488279,-18.03034075
9123 UNIT K,31.07245064,-18.02936905
8753 UNIT K ,31.07561493,-18.02916404
8790 UNIT K,31.07547315,-18.02822035
8711 UNIT K,31.07606252,-18.02936838
,31.07451366,-18.02900886
8708 UNIT K,31.07627074,-18.02917884
9136 UNIT K,31.07302896,-18.02972033
8549 UNIT K,31.07861818,-18.02852267
8669 UNIT K,31.07650947,-18.02958958
8660 UNIT K,31.07716059,-18.02908635
,31.07793461,-18.02951738
8686 UNIT K,31.07580248,-18.02995254
8707 UNIT K,31.07634279,-18.02911762
8961 UNIT K ,31.07367672,-18.02767863
,31.075281,-18.02884308
8528 UNIT K,31.07770444,-18.02812723
8694 UNIT K,31.07637049,-18.02945233
8845 UNIT K,31.07469577,-18.02888887
8777 UNKNOWN CHITUNGWIZA STREET,31.07609447,-18.02810256
9170 UNIT K ,31.07287509,-18.03018314
8908 UNIT K ,31.07446523,-18.02954503
9069 UNIT K ,31.07358935,-18.03029474
,31.0735926,-18.03017788
8888 UNIT K ,31.07488936,-18.02953558
8546 UNIT K ,31.07811183,-18.02847844
8987 UNIT K,31.07280376,-18.0278419
8956 UNIT K,31.07356173,-18.02725776
8791 UNIT K,31.07534822,-18.02820062
8716 UNIT K,31.07564166,-18.0297036
8676 UNIT K,31.07600149,-18.03004648
8637 UNIT K,31.07704771,-18.02818542
8550 UNIT K,31.07857144,-18.02861952
8939 UNIT K ,31.07397717,-18.03046325
8677 UNIT K,31.07587674,-18.03011408
9012 UNIT K ,31.07304588,-18.02876478
8913 UNIT K ,31.07439507,-18.02989377
9122 UNIT K,31.07215541,-18.02945982
8967 UNIT K ,31.07365667,-18.02822749
9192 UNIT K ,31.07287377,-18.03073101
9196 UNIT K ,31.07324188,-18.03069407
8673 UNIT K ,31.07623598,-18.02983714
8991 UNIT K ,31.07257008,-18.02810541
8865 UNIT K ,31.07495708,-18.02930451
8704 UNIT K,31.07656126,-18.02893617
8666 UNIT K,31.07671975,-18.02938481
8647 UNIT K,31.07679447,-18.02797825
8670 UNIT K,31.07643731,-18.02965343
8878 UNIT K,31.07516441,-18.03037697
8661 UNIT K,31.07718873,-18.02917229
9161 UNIT K ,31.07284243,-18.02981378
8850 UNIT K ,31.07426264,-18.02909102
,31.07367073,-18.02797666
8959 UNIT K,31.07361408,-18.02749648
8974 UNIT K,31.07356447,-18.02786414
9186 UNIT K ,31.0733309,-18.03059253
8905 UNIT K ,31.07420223,-18.02964585
9142 UNIT K ,31.07246675,-18.029756
8810 UNIT K ,31.07388806,-18.0290158
8829 8829 UNIT K ,31.0749525,-18.02847093
8809 UNIT K ,31.07388111,-18.02891066
9049 UNIT K ,31.073095,-18.02890744
,31.07397796,-18.02909106
34119 UNIT K,31.07502538,-18.02694933
34112 UNIT K,31.0746996,-18.026508
,31.07399599,-18.02968685
9002 UNIT K,31.07283341,-18.02790991
,31.07352488,-18.03047381
8792 UNIT K ,31.07527281,-18.02827156
9184 UNIT K ,31.07316575,-18.03024728
8879 UNIT K,31.07514683,-18.03030496
9144 UNIT K ,31.07227714,-18.02976657
9004 2253 UNIT K ,31.07310044,-18.02794441
8859 UNIT K ,31.07500733,-18.02891059
8804 UNIT K ,31.07414306,-18.02863111
8863 UNIT K ,31.07539128,-18.02880853
8819 UNIT K ,31.07397052,-18.02882184
9148 UNIT K ,31.07190312,-18.02978411
9176 UNIT K ,31.07240551,-18.03029657
8889 UNIT K,31.07486616,-18.0294369
8604 UNIT K ,31.07775927,-18.02919973
8577 UNIT K ,31.07818279,-18.02926553
8576 UNIT K,31.0782436,-18.0292278
9185 UNIT K ,31.07325757,-18.0302412
9131 UNIT K ,31.07299892,-18.02936079
,31.07431978,-18.02860294
8976 2353 UNIT K ,31.07354103,-18.02769574
,31.07490935,-18.02932106
33827 UNIT K,31.07444055,-18.02677104
,31.0753807,-18.0291973
9062 UNIT K,31.07358137,-18.0296324
34115 UNIT K,31.07488139,-18.02655253
,31.07354902,-18.02877445
8949 UNIT K,31.07456441,-18.03045468
,31.07717729,-18.02870325
,31.07308964,-18.02790476
8700 UNIT K,31.07692168,-18.0291274
8795 UNIT K ,31.0750023,-18.02837249
9078 UNIT K ,31.07348139,-18.03044547
8587 UNIT K ,31.07900865,-18.02905669
9193 UNIT K ,31.07296251,-18.03072362
9201 UNIT K ,31.07263465,-18.03092181
9060 UNIT K ,31.07351999,-18.02945281
9139 9139 UNIT K ,31.07275215,-18.02973751
9092 UNIT K,31.07344638,-18.02920357
8736 UNIT K,31.0766465,-18.02880708
8688 UNIT K,31.07596608,-18.02983476
,31.07393351,-18.03006762
8793 UNIT K,31.07519516,-18.02831206
9128 UNIT K,31.07290249,-18.02937711
8812 UNIT K,31.07391194,-18.02916814
8734 UNIT K,31.07644828,-18.02887235
9084 UNIT K ,31.07349161,-18.02992077
,31.07625914,-18.02798301
9108 UNIT K,31.07183338,-18.02935442
8986 UNIT K ,31.07290533,-18.02783373
9133 UNIT K ,31.07318822,-18.02933256
,31.07448255,-18.03042373
,31.07572955,-18.0289796
8993 UNIT K ,31.07239669,-18.02822561
34270 UNIT K,31.07403116,-18.02620424
8723 UNIT K,31.0755652,-18.02953738
34280 UNIT K,31.07317053,-18.02664432
33823 UNIT K,31.07459714,-18.02717937
,31.07688127,-18.02787765
9104 UNIT K,31.07223557,-18.02927233
,31.07673835,-18.0287684
8569 UNIT K ,31.07894142,-18.02901266
9153 UNIT K,31.07208509,-18.02986346
8933 UNIT K,31.0745472,-18.0303307
8899 UNIT K ,31.07389609,-18.02955678
8947 UNIT K ,31.074415,-18.03051516
9202 UNIT K ,31.07262906,-18.03082676
9194 UNIT K ,31.07306133,-18.03071488
8869 UNIT K ,31.07506115,-18.02965035
8929 UNIT K ,31.07470864,-18.02994605
,31.07543348,-18.02869065
9158 UNIT K ,31.07255832,-18.02983368
8787 UNIT K ,31.07616713,-18.0280028
8764 UNIT K,31.07565136,-18.02896298
9074 UNIT K ,31.07363843,-18.03071603
8638 UNIT K ,31.07696411,-18.02811969
8940 UNIT K ,31.0739036,-18.03053009
9082 UNIT K ,31.07344801,-18.0300863
8633 UNIT K ,31.07711263,-18.02853225
8547 UNIT K ,31.07820262,-18.02844944
8823 UNIT K ,31.07433776,-18.02872713
9087 UNIT K ,31.07345078,-18.02964574
8960 UNIT K ,31.07363713,-18.02759377
8936 UNIT K ,31.0743176,-18.0304732
8798 UNIT K ,31.07475084,-18.02846179
8901 UNIT K ,31.07378154,-18.02969746
9065 UNIT K ,31.07355796,-18.02989492
8992 UNIT K ,31.07250527,-18.02818958
8982 UNIT K ,31.07339178,-18.02710734
9208 UNIT K,31.07253737,-18.03074178
8871 UNIT K,31.07506725,-18.02984141
8565 UNIT K,31.07871876,-18.02859328
19277 UNIT K,31.07204444,-18.02892496
8928 UNIT K,31.07460029,-18.02996943
8867 UNIT K,31.07495772,-18.02948895
9154 UNIT K ,31.07227816,-18.02984637
9085 UNIT K,31.07348485,-18.0298053
8681 UNIT K,31.07549527,-18.03022456
,31.07345768,-18.02877714
8893 UNIT K,31.07444335,-18.02941468
9073 UNIT K ,31.07361368,-18.03064583
8525 UNIT K,31.07743111,-18.02821003
8667 UNIT K ,31.07664698,-18.02946092
8835 UNIT K ,31.07550519,-18.02829997
,31.0730824,-18.0293354
8877 UNIT K,31.075241,-18.03035766
,31.07492797,-18.02962343
8898 UNIT K,31.07399719,-18.0295529
8584 8584  UNIT K ,31.07874483,-18.02917578
9130 UNIT K ,31.07275099,-18.02941722
8941 UNIT K ,31.07392921,-18.03059202
8649 UNIT K,31.07684641,-18.02814817
8921 UNIT K ,31.07393881,-18.03013761
8746 UNIT K ,31.07606782,-18.02868633
8624 UNIT K ,31.07752408,-18.02940743
8796 UNIT K ,31.07492926,-18.02839462
9095 UNIT K ,31.07305202,-18.02926205
,31.07428124,-18.02959879
8540 UNIT K ,31.07756695,-18.02863651
,31.07239928,-18.02933857
8881 UNIT K,31.07507373,-18.03013296
8958 UNIT K,31.07360432,-18.02738631
8884 UNIT K,31.07497547,-18.0298733
,31.07360119,-18.02732614
9048 UNIT K,31.07299695,-18.02890744
8996 2262 UNIT K ,31.0724678,-18.02846676
9212 UNIT K ,31.07256533,-18.03110295
9106 UNIT K ,31.07202189,-18.02935821
8728 UNIT K ,31.07593275,-18.02923784
,31.07532798,-18.0287275
,31.07290292,-18.02891415
9059 UNIT K ,31.07350012,-18.02938842
,31.07356245,-18.03052647
8679 UNIT K,31.07567163,-18.03017297
9179 UNIT K,31.07269448,-18.03027834
8923 UNIT K,31.07417387,-18.0301011
8655 UNIT K ,31.07701266,-18.02866172
,31.07848636,-18.02871299
,31.07512321,-18.0300195
9175 UNIT K ,31.07239842,-18.03021082
9165 UNIT K ,31.07322999,-18.02980079
8542 UNIT K ,31.07774864,-18.02858461
9079 UNIT K ,31.07350761,-18.03037199
9168 UNIT K ,31.07305713,-18.03012079
8699 UNIT K ,31.07683338,-18.02914438
8826 UNIT K ,31.07469626,-18.02860505
8801 UNIT K ,31.07447143,-18.02849583
9116 UNIT K ,31.07161325,-18.02956234
9056 UNIT K ,31.07356008,-18.02909726
8706 UNIT K ,31.07641257,-18.02905627
,31.0674414,-18.03237351
9471 UNIT K,31.06914567,-18.03172176
9355 UNIT K ,31.07053046,-18.03186178
,31.07009631,-18.03044829
9510 UNIT K,31.06809442,-18.03184286
9041 UNIT K,31.07158715,-18.02896915
3385  L ZAMBEZI STREET,31.07028169,-18.03126417
9217 UNIT K ,31.07215979,-18.03104865
9236 UNIT K,31.07209431,-18.03087088
