suburb,density,property,price,rooms,bedroom,toilets,ensuite,condition,constituency,council,carport,pool,furnished,cottage,power,pbackup,water,wbackup,gated,garden
128,1,0,90,2,0,1,0,2,29,0,0,0,0,0,1,0,1,1,0,0
76,0,0,80,2,0,1,0,3,13,2,0,0,0,0,0,0,1,0,0,0
35,0,0,60,2,0,1,0,2,4,2,0,0,0,0,0,0,1,1,0,0
28,1,0,75,1,0,1,0,4,0,2,0,0,0,0,1,0,1,0,0,0
96,0,0,60,2,0,1,0,2,6,1,0,0,0,0,1,0,0,1,0,0
133,0,0,60,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
162,1,0,70,1,0,1,0,4,11,2,0,0,0,0,1,0,1,0,0,0
30,0,0,60,2,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
53,0,0,60,2,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0
92,0,0,60,2,0,1,0,2,6,1,0,0,0,0,0,0,0,0,0,0
99,1,0,70,1,0,1,0,4,12,2,0,0,1,0,1,0,1,0,0,0
127,0,0,60,2,0,1,0,2,6,1,0,0,0,0,0,0,0,0,0,0
16,0,1,60,2,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
137,0,0,50,1,0,1,0,3,4,2,0,0,0,0,1,0,1,0,0,0
95,0,0,55,2,0,1,0,2,7,1,0,0,0,0,0,1,0,1,0,0
170,1,0,70,1,0,1,0,4,9,2,0,0,1,0,1,0,1,0,0,0
134,1,0,65,1,0,1,0,3,24,2,0,0,0,0,1,0,1,0,0,0
53,0,0,50,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
127,0,0,50,2,0,1,0,2,6,1,0,0,0,0,1,0,0,0,0,0
49,0,0,50,2,0,1,0,1,18,2,0,0,0,0,0,0,0,1,0,0
122,0,0,50,2,0,1,0,1,7,1,0,0,0,0,1,0,0,0,0,0
136,0,0,40,1,0,1,0,3,4,2,0,0,0,0,1,0,1,1,0,0
160,0,0,45,1,0,1,0,3,4,2,0,0,0,0,0,0,1,0,0,0
2,0,0,45,1,0,1,0,3,4,2,0,0,0,0,1,0,1,0,0,0
44,0,0,45,1,0,1,0,3,18,2,0,0,0,0,1,0,1,0,0,0
131,0,0,45,1,0,1,0,3,18,2,0,0,0,0,0,0,1,1,0,0
18,1,0,65,1,0,1,0,3,12,2,0,0,1,0,1,0,1,0,0,0
168,0,0,45,1,1,1,0,3,7,1,0,0,0,0,1,0,1,1,0,0
135,0,0,60,1,0,1,0,3,13,2,0,0,0,0,1,0,0,1,0,0
130,2,1,650,6,3,2,1,3,12,2,0,1,1,3,1,1,1,1,0,1
115,2,3,1800,11,5,2,1,4,23,2,1,1,1,1,1,1,1,0,0,1
70,2,1,650,4,3,1,0,4,12,2,1,0,1,0,1,0,1,1,0,1
12,2,1,320,2,0,1,0,4,14,2,1,0,0,0,1,0,1,0,0,1
42,2,3,800,5,3,1,0,4,12,2,2,0,1,0,1,1,1,1,0,1
101,2,1,640,4,2,1,0,4,14,2,0,0,0,0,1,0,1,1,0,1
1,2,1,480,3,1,1,0,4,23,2,0,0,1,0,1,1,1,1,0,1
108,2,3,1100,7,4,2,1,4,23,2,0,0,1,0,1,1,1,1,0,1
106,2,1,620,4,2,1,0,4,11,2,1,0,0,0,1,0,1,1,0,1
47,1,0,60,1,0,1,0,3,15,2,0,0,1,0,1,1,1,1,0,0
165,1,0,60,1,0,1,0,3,9,2,0,0,1,0,1,0,1,0,0,0
34,2,1,600,5,2,2,1,3,23,2,0,0,1,0,1,0,1,0,0,1
108,2,3,1200,8,4,2,1,4,23,2,2,0,1,0,1,1,1,1,0,1
103,2,3,900,6,3,2,1,4,14,2,0,0,1,0,1,0,1,1,0,1
20,2,1,900,6,3,1,0,4,14,2,0,0,0,0,1,0,1,0,0,1
58,2,3,550,5,4,3,2,3,12,2,0,0,1,0,1,0,1,0,0,0
161,2,1,600,4,2,1,0,4,12,2,0,0,1,0,1,0,1,0,0,1
60,1,0,60,1,0,1,0,3,10,2,0,0,1,0,1,0,1,0,0,0
50,1,0,60,1,0,1,0,3,5,2,0,0,1,0,1,0,1,0,0,0
60,1,0,55,1,0,1,0,3,10,2,0,0,0,0,1,0,1,0,0,0
80,1,0,50,1,0,1,0,3,19,2,0,0,0,0,1,0,1,0,0,0
75,2,1,450,3,1,2,1,4,12,2,0,0,0,0,1,0,1,0,0,1
88,2,3,550,4,2,2,1,3,14,2,0,0,1,0,1,0,1,0,0,1
14,2,1,300,2,0,1,0,4,23,2,0,0,0,0,1,0,1,0,0,1
142,2,1,600,4,1,1,0,4,11,2,1,0,1,0,1,0,1,1,0,1
21,2,1,600,4,2,1,0,4,12,2,0,0,0,0,1,0,1,1,0,1
143,1,0,240,4,2,1,0,3,26,2,0,0,0,0,1,0,1,0,0,0
126,1,1,225,4,1,2,2,3,2,0,0,0,0,0,1,0,0,1,0,0
63,1,0,220,4,2,1,0,3,0,2,0,0,0,0,1,0,1,0,0,0
111,0,0,45,1,0,1,0,3,6,1,0,0,0,0,1,0,0,1,0,0
59,1,2,50,1,0,1,0,3,8,2,0,0,0,0,1,0,1,0,0,0
25,1,0,50,1,0,1,0,3,1,2,0,0,1,0,1,0,1,0,0,0
92,0,0,45,2,0,1,0,2,6,1,0,0,0,0,1,0,0,0,0,0
56,0,0,45,1,0,1,0,3,6,1,0,0,0,0,1,0,1,1,0,0
118,0,0,45,2,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0
139,0,0,40,1,0,1,0,3,4,2,0,0,0,0,0,0,1,0,0,0
55,0,0,45,2,0,1,0,2,13,2,0,0,0,0,0,0,1,0,0,0
76,0,0,40,1,0,1,0,3,13,2,0,0,0,0,0,0,0,1,0,0
54,0,0,30,2,0,1,0,2,13,2,0,0,0,0,0,0,0,1,0,0
150,1,3,220,4,2,1,0,3,2,0,0,0,0,0,1,0,1,1,0,0
36,1,0,25,1,0,1,0,2,27,2,0,0,0,0,1,0,0,0,0,0
30,0,0,40,1,1,1,0,2,18,2,0,0,0,0,1,0,1,1,0,0
162,1,1,140,2,0,1,0,4,11,2,1,0,0,0,1,0,1,0,0,0
68,1,1,140,3,0,1,0,2,15,2,0,0,1,0,1,0,1,0,0,0
43,0,0,40,1,0,1,0,2,18,2,0,0,0,0,1,0,1,0,0,0
99,1,1,130,2,0,1,1,2,12,2,0,0,0,0,1,0,1,0,0,0
148,1,0,130,3,0,1,0,2,28,0,0,0,0,0,1,0,0,0,0,0
56,0,0,70,2,0,1,0,2,6,1,0,0,0,0,1,0,0,0,0,0
172,1,0,130,3,0,1,0,2,29,0,0,0,0,0,1,0,1,0,0,0
158,1,0,125,3,0,1,0,2,2,0,0,0,0,0,1,0,1,0,0,0
117,1,0,125,3,0,1,0,2,29,0,0,0,0,0,1,0,0,1,0,0
55,0,3,120,4,2,1,0,2,13,2,0,0,0,0,0,0,1,1,0,0
16,0,0,40,1,0,1,0,2,18,2,0,0,0,0,0,0,0,0,0,0
86,1,0,200,4,2,1,0,3,20,2,0,0,0,0,1,0,1,0,0,0
175,1,0,120,3,0,1,0,2,29,0,0,0,0,0,1,0,1,1,0,0
117,1,0,95,2,0,1,0,2,29,0,0,0,0,0,1,0,1,0,0,0
83,1,0,90,2,0,1,0,2,20,2,0,0,0,0,1,0,1,0,0,0
154,1,3,200,4,2,1,0,3,3,0,0,0,0,0,1,0,1,1,0,0
41,1,1,200,4,2,1,0,3,19,2,0,0,0,0,1,0,1,0,0,0
9,3,1,320,4,1,1,1,3,11,2,0,0,0,0,1,0,1,1,1,0
32,3,1,350,4,1,1,0,3,12,2,0,0,0,0,1,0,1,1,0,0
115,2,1,500,4,2,1,0,3,23,2,1,0,1,0,1,0,1,0,0,1
20,2,1,450,4,2,1,0,3,14,2,0,0,0,0,1,0,1,0,0,1
98,2,1,450,4,2,1,0,3,12,2,0,0,1,0,1,0,1,1,0,1
166,2,1,400,4,2,1,0,3,14,2,1,0,1,0,1,1,1,1,0,1
9,3,2,350,3,1,1,1,4,11,2,1,0,1,0,1,0,1,1,1,1
123,2,1,300,2,1,1,0,4,12,2,0,0,0,0,1,0,1,0,0,1
7,2,1,300,2,0,1,0,4,14,2,0,0,0,0,1,0,1,0,0,1
42,2,1,300,2,0,1,1,4,12,2,0,0,1,0,1,0,1,0,0,1
74,2,1,300,2,0,1,1,4,26,2,1,0,1,0,1,1,1,1,0,1
11,2,1,300,2,0,1,0,4,23,2,0,0,0,0,1,1,1,0,0,1
74,2,1,300,2,0,1,0,4,26,2,0,0,0,0,1,1,1,0,0,1
64,2,3,850,6,3,2,1,4,26,2,2,0,1,2,1,1,1,1,0,1
107,2,1,700,5,2,2,1,4,11,2,1,0,1,0,1,0,1,1,0,1
97,2,1,700,5,3,1,1,4,14,2,0,0,1,0,1,0,1,0,0,1
108,2,0,140,1,0,1,0,4,23,2,0,0,1,0,1,0,1,0,0,0
107,2,0,140,1,0,1,1,4,11,2,0,0,0,0,1,1,1,0,0,1
142,2,0,140,1,0,1,0,4,11,2,0,0,0,0,1,1,1,0,0,0
150,1,0,90,2,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0
103,2,0,550,4,2,1,0,4,14,2,1,0,1,0,1,1,1,1,0,1
149,1,0,60,2,0,1,0,2,28,0,0,0,0,0,0,0,1,0,0,0
91,2,1,550,4,1,1,0,4,23,2,0,0,1,0,1,1,1,1,0,1
106,2,3,800,6,2,2,1,4,11,2,0,0,1,0,1,0,1,1,0,1
31,3,1,500,3,1,2,1,4,16,2,3,1,1,3,1,1,1,1,0,1
119,0,0,40,1,0,1,0,2,12,2,0,0,0,0,0,0,0,0,0,0
46,0,0,35,1,0,1,0,2,18,2,0,0,0,0,0,0,0,0,0,0
100,1,0,90,2,0,1,0,2,25,0,0,0,0,0,1,0,1,1,0,0
157,1,0,90,2,0,1,0,2,2,0,0,0,0,0,1,0,1,1,0,0
156,1,0,90,2,0,1,0,2,3,0,0,0,0,0,1,0,1,0,0,0
149,1,0,90,2,0,1,0,2,28,0,0,0,0,0,1,0,1,0,0,0
47,1,0,85,2,0,1,0,2,15,2,0,0,0,0,1,0,1,0,0,0
158,1,0,85,2,0,1,0,2,2,0,0,0,0,0,1,0,1,1,0,0
116,1,0,80,2,0,1,0,2,29,0,0,0,0,0,1,0,0,0,0,0
176,0,0,35,1,0,1,0,2,18,1,0,0,0,0,0,0,0,1,0,0
152,1,0,80,2,0,1,0,2,28,0,0,0,0,0,0,0,1,0,0,0
138,1,0,80,2,0,1,0,2,25,0,0,0,0,0,1,0,1,1,0,0
152,1,0,80,2,0,1,0,2,28,0,0,0,0,0,1,0,1,0,0,0
135,0,0,70,2,0,1,0,2,13,2,0,0,0,0,1,0,1,0,0,0
0,1,0,60,2,0,1,0,2,7,1,0,0,0,0,1,1,0,1,0,0
132,0,0,35,1,0,1,0,2,7,1,0,0,0,0,0,1,0,0,0,0
39,0,0,35,1,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0
125,0,0,30,1,0,1,0,2,18,2,0,0,0,0,0,0,0,0,0,0
133,0,0,30,1,0,1,0,2,7,1,0,0,0,0,1,0,1,0,0,0
49,0,0,30,1,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
105,1,2,60,2,0,1,0,2,22,2,0,0,1,0,1,0,1,0,0,0
119,0,0,30,1,0,1,0,2,12,2,0,0,0,0,0,0,0,1,0,0
105,1,0,50,1,0,1,0,3,22,2,0,0,0,0,1,0,1,0,0,0
32,3,1,480,3,0,1,1,4,12,2,2,0,1,2,1,0,1,1,0,1
65,2,0,800,6,3,1,0,4,12,2,0,0,1,0,1,0,1,0,0,1
51,2,0,350,3,0,1,0,3,26,2,0,0,0,0,1,0,1,0,0,0
5,2,0,345,3,1,2,1,3,18,2,0,0,1,0,1,0,1,0,0,0
107,2,0,340,3,1,1,0,3,11,2,0,0,0,0,1,1,1,1,0,0
69,3,1,480,3,1,1,0,4,16,2,0,0,0,0,1,0,1,0,0,0
3,3,0,450,3,1,1,1,4,26,2,0,0,0,0,1,0,1,1,0,0
147,1,0,45,1,0,1,0,2,28,0,0,0,0,0,1,0,1,0,0,0
141,0,0,30,1,0,1,0,2,7,1,0,0,0,0,0,1,0,1,0,0
129,1,3,45,1,0,1,0,2,24,2,0,0,0,0,1,0,1,1,0,0
116,1,0,60,3,0,1,0,1,29,0,0,0,0,0,1,0,1,0,0,0
35,0,0,30,1,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
148,1,0,40,2,0,1,0,1,28,0,0,0,0,0,1,0,1,0,0,0
144,3,0,450,3,0,1,0,4,14,2,0,0,0,0,1,0,1,1,0,1
144,3,1,500,3,0,1,0,4,14,2,0,0,0,0,1,0,1,0,0,1
114,2,0,330,3,1,1,0,3,14,2,0,0,0,0,1,0,1,0,0,0
163,3,1,210,3,0,1,0,3,16,2,1,0,1,0,1,0,1,1,1,1
8,2,1,325,3,1,1,0,3,14,2,0,0,0,0,1,0,1,1,0,1
91,2,1,300,3,1,1,0,3,23,2,0,0,0,0,1,0,1,0,0,0
151,1,1,220,3,0,1,0,4,2,0,0,0,0,0,1,0,1,1,0,0
129,1,1,200,3,0,1,0,4,24,2,0,0,0,0,1,0,1,0,0,0
102,1,1,200,3,2,1,0,3,24,2,0,0,0,0,1,0,1,0,0,0
45,1,1,200,3,1,1,0,3,27,2,0,0,0,0,1,0,1,0,0,0
162,1,1,200,3,1,1,0,3,11,2,0,0,1,0,1,0,1,0,0,0
72,1,2,200,3,0,1,0,3,17,2,0,0,0,0,1,0,1,0,0,0
167,3,1,350,3,0,1,0,3,27,2,1,0,0,0,1,0,1,1,0,0
3,3,1,300,3,1,1,0,3,26,2,0,0,0,0,1,0,1,1,0,0
75,2,1,450,3,1,1,1,3,12,2,0,0,0,0,1,1,1,1,0,1
91,2,0,400,3,0,1,0,3,23,2,2,0,0,0,1,1,1,1,0,1
15,2,1,400,3,2,2,1,3,11,2,1,0,0,0,1,0,1,1,0,1
20,2,1,400,3,2,2,1,3,14,2,0,0,0,0,1,0,1,0,0,1
38,3,1,450,3,1,1,1,3,26,2,2,1,1,2,1,0,1,0,0,1
114,2,1,350,3,1,1,0,3,14,2,0,0,0,0,1,0,1,0,0,1
37,2,1,350,3,1,1,0,3,23,2,0,0,1,0,1,0,1,0,0,1
52,2,1,350,3,1,1,0,3,14,2,0,0,1,0,1,0,1,1,0,1
11,2,1,400,3,1,1,0,4,23,2,0,0,0,0,1,0,1,1,0,1
73,2,1,800,6,2,2,1,4,23,2,1,0,1,0,1,0,1,0,0,1
7,2,3,800,6,3,2,1,4,14,2,0,0,1,0,1,0,1,0,0,1
64,2,3,800,6,3,2,1,4,26,2,0,0,1,0,1,0,1,0,0,1
8,2,1,400,3,1,1,1,4,14,2,0,0,0,0,1,0,1,0,0,1
12,2,1,400,3,1,1,1,4,14,2,0,0,0,0,1,0,1,0,0,1
37,2,1,400,3,1,1,1,4,23,2,0,0,1,0,1,0,1,0,0,1
123,2,1,400,3,1,1,0,4,12,2,0,0,1,0,1,0,1,0,0,1
121,3,0,160,2,0,1,0,3,16,2,2,0,1,0,1,0,1,1,0,1
38,3,1,150,2,0,1,0,3,26,2,0,0,1,0,1,0,1,1,0,1
20,2,1,650,5,2,1,0,4,14,2,0,0,1,0,1,1,1,1,0,1
108,2,3,650,5,3,1,0,4,23,2,0,0,1,0,1,1,1,1,0,1
98,2,1,650,5,2,1,0,4,12,2,1,0,1,0,1,0,1,0,0,1
166,2,0,520,4,1,1,1,4,14,2,1,0,1,0,1,0,1,0,0,0
108,2,0,130,1,0,1,0,4,23,2,0,0,1,0,1,0,1,1,0,0
166,2,2,900,7,4,2,1,4,14,2,2,0,1,0,1,0,1,0,0,1
166,2,0,380,3,2,2,1,4,14,2,1,0,0,0,1,1,1,1,0,1
113,2,1,380,3,1,1,1,4,23,2,0,0,0,0,1,1,1,1,0,0
106,2,0,380,3,1,1,0,4,11,2,1,0,1,0,1,0,1,0,0,0
112,3,1,170,2,0,1,0,3,26,2,1,0,0,0,1,0,1,1,0,1
31,3,1,160,2,0,1,0,3,16,2,0,0,0,0,1,0,1,1,0,1
163,3,0,130,2,0,0,0,3,16,2,0,0,0,0,1,0,1,1,0,0
112,3,1,160,2,0,1,0,3,26,2,0,0,0,0,1,0,1,1,0,1
9,3,0,160,2,0,1,0,3,11,2,0,0,0,0,1,0,1,1,1,0
52,2,1,500,4,1,1,1,4,14,2,0,0,0,0,1,0,1,0,0,1
21,2,1,500,4,2,2,1,4,12,2,0,0,1,0,1,0,1,0,0,0
109,2,1,250,2,0,1,3,4,16,2,0,0,0,0,1,1,1,1,0,1
7,2,1,250,2,0,1,0,4,14,2,0,0,0,0,1,0,1,0,0,1
166,2,0,230,2,1,1,0,3,14,2,0,0,1,0,1,0,1,0,1,0
109,2,1,200,2,1,1,1,3,16,2,0,0,1,2,1,1,1,1,0,1
113,2,1,480,4,2,1,0,4,23,2,1,1,1,0,1,1,1,1,0,1
124,3,0,150,2,0,1,0,3,26,2,0,0,0,0,1,0,1,1,0,1
124,3,1,180,2,0,1,0,3,26,2,0,0,0,0,1,0,1,1,0,0
62,3,0,80,1,0,1,0,3,14,2,1,0,0,0,1,0,1,1,0,1
24,3,0,85,1,0,1,0,3,26,2,0,0,0,0,1,0,1,1,0,1
112,3,0,80,1,0,1,0,3,26,2,0,0,0,0,1,0,1,1,0,1
124,3,0,70,1,0,1,0,3,26,2,0,0,0,0,1,0,1,1,0,1
64,2,1,150,2,1,1,0,3,26,2,0,0,1,0,1,0,1,1,0,1
130,2,1,150,2,0,1,1,3,12,2,0,0,0,0,1,0,1,1,0,1
88,2,1,600,5,2,1,0,4,14,2,0,0,1,0,1,0,1,1,0,1
5,2,1,600,5,3,2,1,4,18,2,0,0,0,0,1,1,1,1,0,1
106,2,0,360,3,2,2,1,4,11,2,0,0,1,0,1,0,1,1,0,0
142,2,0,140,1,0,1,0,3,11,2,0,0,1,0,1,0,1,1,0,1
11,2,0,240,2,0,1,0,4,23,2,0,1,0,0,1,0,1,0,0,0
161,2,0,120,1,0,1,1,3,12,2,0,0,0,0,1,0,1,0,0,0
144,3,0,150,1,0,1,1,4,14,2,0,0,0,0,1,0,1,1,0,0
163,3,0,70,1,0,1,0,3,16,2,0,0,0,0,1,0,1,1,0,1
167,3,0,100,1,0,1,1,4,27,2,0,0,0,0,1,0,1,1,0,0
42,2,1,350,2,0,1,0,3,12,2,0,1,1,0,1,1,1,1,0,1
34,2,1,350,2,0,1,0,3,23,2,0,0,1,0,1,0,1,0,0,1
13,0,1,120,3,0,1,1,3,6,1,0,0,0,0,0,0,0,1,0,0
111,0,3,150,5,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
48,0,0,90,3,0,1,0,2,18,1,0,0,0,0,0,0,1,0,0,0
176,0,1,85,3,0,1,0,2,18,1,0,0,0,0,0,0,1,0,0,0
33,0,0,20,2,0,1,0,2,7,1,0,0,0,0,0,0,1,0,0,0
95,0,0,60,2,0,1,0,2,7,1,0,0,0,0,0,0,1,0,0,0
141,0,0,45,2,0,1,0,2,7,1,0,0,0,0,0,0,1,0,0,0
132,0,1,60,3,0,1,0,2,7,1,0,0,0,0,0,0,0,1,0,0
118,0,1,70,3,0,1,0,2,7,1,0,0,0,0,0,0,0,1,0,0
122,0,0,50,2,0,1,0,2,7,1,0,0,0,0,0,0,1,0,0,0
104,0,0,40,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
168,0,0,100,3,0,1,0,2,7,1,0,0,0,0,1,0,0,1,0,0
133,0,1,45,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
53,0,0,45,2,0,1,0,2,7,1,0,0,0,0,0,0,0,1,0,0
56,0,0,55,2,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
92,0,0,50,2,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
127,0,0,55,2,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
35,0,0,50,3,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0
160,0,0,50,2,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
39,0,0,60,2,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
137,0,0,40,2,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0
139,0,0,60,2,0,1,0,2,4,2,0,0,0,0,1,0,0,1,0,0
136,0,0,60,2,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
2,0,0,45,2,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
140,0,0,55,2,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0
46,0,0,150,4,0,1,0,2,18,2,0,0,0,0,1,0,1,0,0,0
44,0,0,45,2,0,1,0,1,18,2,0,0,0,0,0,0,0,0,0,0
131,0,0,55,2,0,1,0,2,18,2,0,0,0,0,0,0,0,0,0,0
30,0,0,55,2,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
43,0,0,80,3,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
49,0,0,40,2,0,1,0,2,18,2,0,0,0,0,1,0,0,0,0,0
16,0,0,40,2,0,1,0,1,18,2,0,0,0,0,0,0,0,0,0,0
90,0,0,75,2,0,1,0,2,18,2,0,0,0,0,1,0,1,0,0,0
125,0,0,80,2,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
119,0,0,50,2,0,1,0,2,12,2,0,0,0,0,1,0,0,1,0,0
55,0,0,45,2,0,1,0,2,13,2,0,0,0,0,1,0,0,0,0,0
54,0,0,65,2,0,1,0,2,13,2,0,0,0,0,0,0,0,1,0,0
76,0,0,45,2,0,1,0,1,13,2,0,0,0,0,0,0,0,0,0,0
135,0,0,40,2,0,1,0,1,13,2,0,0,0,0,0,0,0,0,0,0
90,0,0,50,2,0,1,0,1,18,2,0,0,0,0,0,0,0,0,0,0
54,0,1,70,2,0,1,0,2,13,2,0,0,0,0,0,0,0,1,0,0
92,0,0,25,1,0,1,0,2,6,1,0,0,0,0,0,0,1,0,0,0
92,0,0,75,2,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
92,0,0,55,2,0,1,0,2,6,1,0,0,0,0,1,0,0,0,0,0
54,0,0,55,2,0,1,0,2,13,2,0,0,0,0,1,0,0,0,0,0
139,0,0,65,2,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
90,0,0,45,2,0,1,0,1,18,2,0,0,0,0,1,0,0,0,0,0
54,0,0,45,1,0,1,0,3,13,2,0,0,0,0,1,0,1,1,0,0
54,0,0,30,1,0,1,0,2,13,2,0,0,0,0,1,0,1,0,0,0
131,0,0,30,1,0,1,0,2,18,2,0,0,0,0,0,0,1,0,0,0
131,0,0,35,1,0,1,0,2,18,2,0,0,0,0,0,0,1,0,0,0
39,0,0,25,1,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
131,0,0,40,1,1,1,0,3,18,2,0,0,0,0,1,0,1,1,0,0
30,0,0,45,1,0,1,0,3,18,2,0,0,0,0,1,0,0,1,0,0
30,0,0,40,1,0,1,0,3,18,2,0,0,0,0,1,0,0,1,0,0
139,0,0,50,2,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
139,0,0,35,1,0,1,0,2,4,2,0,0,0,0,1,0,1,1,0,0
139,0,0,50,2,0,1,0,1,4,2,0,0,0,0,1,0,0,0,0,0
92,0,0,30,1,0,1,0,2,6,1,0,0,0,0,1,0,1,0,0,0
92,0,0,65,2,0,1,0,2,6,1,0,0,0,0,1,0,1,0,0,0
30,0,0,35,1,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
92,0,0,60,2,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
139,0,0,35,1,1,1,0,2,4,2,0,0,0,0,1,0,0,1,0,0
92,0,0,35,1,0,1,0,2,6,1,0,0,0,0,1,0,1,0,0,0
30,0,0,45,2,0,1,0,2,18,2,0,0,0,0,1,0,0,0,0,0
30,0,3,130,4,2,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
118,0,0,40,1,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0
118,0,0,35,1,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0
118,0,0,25,1,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0
92,0,0,25,1,0,1,0,1,6,1,0,0,0,0,0,0,0,1,0,0
118,0,0,70,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
39,0,0,20,1,0,1,0,1,4,2,0,0,0,0,1,0,0,0,0,0
39,0,0,20,1,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0
39,0,0,35,1,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
131,0,0,40,1,0,1,0,2,18,2,0,0,0,0,1,0,0,0,0,0
92,0,0,30,1,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
56,0,0,20,1,0,1,0,1,6,1,0,0,0,0,0,0,0,1,0,0
168,0,0,35,1,0,1,0,2,7,1,0,0,0,0,0,0,0,1,0,0
139,0,0,20,1,0,1,0,1,4,2,0,0,0,0,0,0,0,1,0,0
56,0,3,150,5,2,2,1,2,6,1,0,0,0,0,0,0,1,1,0,0
30,0,3,145,5,3,2,1,2,18,2,0,0,0,0,0,0,0,1,0,0
30,0,1,110,3,0,1,1,2,18,2,0,0,0,0,0,0,0,1,0,0
139,0,3,120,5,0,1,0,2,4,2,0,0,0,0,0,0,0,1,0,0
96,0,0,75,3,0,1,0,2,6,1,0,0,0,0,0,0,1,0,0,0
139,0,1,60,3,0,1,0,2,4,2,0,0,0,0,0,0,1,0,0,0
139,0,0,50,2,0,1,0,2,4,2,0,0,0,0,0,0,1,0,0,0
96,0,0,60,2,0,1,0,2,6,1,0,0,0,0,0,0,1,0,0,0
139,0,0,70,2,0,1,0,2,4,2,0,0,0,0,0,0,1,0,0,0
30,0,1,65,3,0,1,0,2,18,2,0,0,0,0,0,0,0,1,0,0
96,0,1,100,3,0,1,0,2,6,1,0,0,0,0,0,0,0,1,0,0
30,0,0,55,2,0,1,0,2,18,2,0,0,0,0,0,0,1,0,0,0
30,0,0,40,2,0,1,0,2,18,2,0,0,0,0,1,0,0,0,0,0
118,0,0,45,3,0,1,0,2,7,1,0,0,0,0,1,0,0,1,0,0
30,0,1,50,2,0,1,0,2,18,2,0,0,0,0,1,0,0,0,0,0
30,0,0,60,2,0,1,0,2,18,2,0,0,0,0,0,0,1,0,0,0
118,0,0,60,2,0,1,0,2,7,1,0,0,0,0,0,0,0,1,0,0
168,0,0,40,2,0,1,0,2,7,1,0,0,0,0,0,0,0,1,0,0
168,0,0,45,2,0,1,0,2,7,1,0,0,0,0,0,0,0,1,0,0
118,0,0,55,3,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0
139,0,0,55,2,0,1,0,2,4,2,0,0,0,0,1,0,0,0,0,0
111,0,0,45,2,0,1,0,2,6,1,0,0,0,0,1,0,0,0,0,0
111,0,0,70,2,0,1,0,2,6,1,0,0,0,0,0,0,0,0,0,0
111,0,0,45,2,0,1,0,2,6,1,0,0,0,0,1,0,0,1,0,0
118,0,0,45,2,0,1,0,2,7,1,0,0,0,0,1,0,0,0,0,0
118,0,0,50,2,0,1,0,2,7,1,0,0,0,0,0,0,1,0,0,0
118,0,0,60,2,0,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0
2,0,0,60,4,0,1,0,2,4,2,0,0,0,0,1,0,1,0,0,0
2,0,0,40,2,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0
2,0,0,45,2,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0
139,0,0,40,2,0,1,0,1,4,2,0,0,0,0,0,0,0,1,0,0
