suburb,density,type_of_property,rooms,bedroom,toilets,toilets_type,ensuite,local_authority,constituency,garage,swimming_pool,fixtures_fittings,cottage,power,power_backup,water,water_backup,gated_community,garden_area
Zengeza 4,High,CLUSTER,2,0,1,SHARED,0,Chitungwiza Municipality,Zengeza East,0,0,0,0,1,0,1,0,0,0
