suburb,property,price,rooms,bedroom,toilets,ensuite,type,carport,pool,furnished,cottage,power,pbackup,water,wbackup,gated,garden
UNIT B,CLUSTER,150,2,0,1,0,SHARED,0,0,0,0,0,0,0,0,0,0
